# BEAST v10.5.0
# Generated Mon Jan 19 16:15:08 CET 2026 [seed=1768835686400]
# -window -working -options
state	joint	prior	likelihood	rootHeight	age(root)	treeLength	constant.popSize	kappa	frequencies1	frequencies2	frequencies3	frequencies4	alpha	pInv	clock.rate	meanRate	treeLikelihood	branchRates	coalescent
754000	-16836.672856440677	-130.2778151460763	-16706.3950412946	10.37067196528608	2015.3854924182754	48.25347167394621	3.9845076593292053	15.958928293729235	0.2761646056781181	0.23398128503621293	0.27626711706023277	0.21358699222543573	0.003597464160290764	0.5301094145306458	5.393610874557232E-4	5.393610874557228E-4	-16706.3950412946	0.0	-124.64418050869347
755000	-16830.511772740207	-131.5321736514386	-16698.97959908877	9.269003076070291	2016.4871613074913	46.43954774608041	3.7946277929411476	27.222599446108052	0.26219500791044464	0.22478558961430248	0.2843532741745991	0.22866612830065336	0.006215000406657314	0.9955153567205333	6.128467107231455E-4	6.128467107231456E-4	-16698.97959908877	0.0	-124.62657186857727
756000	-16825.33526630011	-123.59988717567394	-16701.735379124435	9.942127242035209	2015.8140371415263	45.45015450633682	3.324163764843074	19.087211292656445	0.2613201427937002	0.23319161904229305	0.27682210986335304	0.22866612830065336	0.032689176926132255	0.7949054960332483	5.552526350239798E-4	5.552526350239799E-4	-16701.735379124435	0.0	-117.65406218424158
757000	-16835.073694502957	-135.0652162626096	-16700.008478240346	10.063926209515438	2015.6922381740462	48.64289501138693	4.682107577582398	23.92903810774056	0.27161873195075964	0.226415932207539	0.2841172337866831	0.21784810205501795	0.04494345304762148	0.48879225513462327	5.422565680273922E-4	5.422565680273922E-4	-16700.008478240346	0.0	-128.27155547632773
758000	-16829.88743256355	-127.61307553090049	-16702.27435703265	9.852533378145228	2015.9036310054164	46.93425127316884	3.295075930737746	19.017831989020316	0.27161873195075964	0.22475658607024826	0.2834551612897241	0.22016952068926776	0.0653398839422919	0.4530057070097118	5.277986318544721E-4	5.277986318544717E-4	-16702.27435703265	0.0	-121.66082229171447
759000	-16824.550203172006	-129.80431213708744	-16694.74589103492	9.496826598102077	2016.2593377854594	47.35587574290757	3.8872661456338196	21.319693594025615	0.2710610795852771	0.2285688011997257	0.2802005985257292	0.22016952068926776	0.08497131151219477	0.7460823095239306	5.626753385887816E-4	5.626753385887809E-4	-16694.74589103492	0.0	-123.35701308249591
760000	-16819.960772250884	-121.39579612930986	-16698.564976121575	9.629209241361975	2016.1269551421997	44.66272460379233	2.779933404527771	17.970174998189304	0.2710610795852771	0.22624281409253078	0.2825265856329241	0.22016952068926776	0.12109874154810955	0.8793493721336101	6.082684776013814E-4	6.082684776013816E-4	-16698.564976121575	0.0	-115.53040720248624
761000	-16817.81287012402	-115.04209509992678	-16702.770775024095	10.069763501508694	2015.6864008820528	44.199496348602125	2.4960145114074126	19.85901278768409	0.2699340266127827	0.23225704162280694	0.2825076686556749	0.21530126310873518	0.1112804909895835	0.2877219920070053	5.263546293026976E-4	5.263546293026977E-4	-16702.770775024095	0.0	-109.15130900104073
762000	-16808.444186112458	-114.1636202571946	-16694.280565855264	9.100369131597027	2016.6557952519645	41.38785384523861	2.5023380260775427	18.33375603685767	0.26710112393862395	0.2341816065109662	0.2796460222394941	0.2190712473109155	0.10185105309542179	0.4711107753580944	5.832886125415948E-4	5.832886125415947E-4	-16694.280565855264	0.0	-108.38364633510452
763000	-16812.3091345853	-120.73411977816465	-16691.575014807135	9.289366512233908	2016.4667978713276	43.50714885408201	2.72791678381671	19.416324474699273	0.26710112393862395	0.23272127454201552	0.27492065952668754	0.22525694199267277	0.14052482652231088	0.23836567239887907	5.242933183698193E-4	5.242933183698194E-4	-16691.575014807135	0.0	-114.74145448004826
764000	-16825.132499656782	-124.67690415061921	-16700.455595506162	9.97857450353642	2015.777589880025	46.78177417941925	2.9763371168170365	22.90299295325335	0.26710112393862395	0.23272127454201552	0.2813247633120949	0.21885283820726545	0.06391961610756478	0.0817805448698728	4.6252796279143833E-4	4.6252796279143833E-4	-16700.455595506162	0.0	-118.4685654999393
765000	-16822.596622727895	-116.87795242379033	-16705.718670304104	10.267089374562703	2015.489075008999	44.437517200136796	2.954822220765126	19.125306653274706	0.26710112393862395	0.22900847599017118	0.28503756186393925	0.21885283820726545	0.06391961610756478	0.6062054980946557	5.981782111730391E-4	5.981782111730391E-4	-16705.718670304104	0.0	-110.93337147962963
766000	-16818.635449457168	-123.19043175635971	-16695.445017700808	8.921312738357253	2016.8348516452043	44.19526930797482	3.0082394159103716	18.171673882266372	0.26710112393862395	0.22842176433834613	0.28619494030938664	0.21828217141364314	0.1425051724178843	0.8196197105056698	6.598726289542218E-4	6.598726289542223E-4	-16695.445017700808	0.0	-117.13051137202034
767000	-16825.540604069698	-126.78967100136362	-16698.750933068335	9.531213128896168	2016.2249512546655	45.86229220599848	3.16609159695076	18.403991805215878	0.25876655276327437	0.2335229254620463	0.2902050643089685	0.2175054574657107	0.12464854666356395	0.8483152611268501	5.954000789918347E-4	5.954000789918347E-4	-16698.750933068335	0.0	-120.75778879401074
768000	-16827.85611288204	-124.74478795278065	-16703.11132492926	9.468946781952909	2016.2872176016087	45.93681863816667	3.8665859187674636	22.415332675138007	0.2626376436850624	0.23840654193990776	0.285321447831107	0.21363436654392262	0.0967387998680661	0.5763242164619742	5.842834031229076E-4	5.842834031229077E-4	-16703.11132492926	0.0	-118.12807956915485
769000	-16823.00896896984	-119.52077988660403	-16703.488189083237	10.429869215404171	2015.3262951681575	46.309918349018176	3.1373045118110636	18.374161637607934	0.2696113301721014	0.23370364671648522	0.2830506565674905	0.21363436654392262	0.06477790229939846	0.10537261092173157	5.305623051581892E-4	5.305623051581897E-4	-16703.488189083237	0.0	-113.68664010476193
770000	-16826.5793018383	-125.61064122791662	-16700.968660610386	9.822082686473529	2015.934081697088	46.834158790493376	3.6056160225186242	20.21479178369775	0.2675538412655969	0.23543260203697794	0.2789717508463559	0.218041805851069	0.06497393404304143	0.28971986270244005	5.009129145479847E-4	5.009129145479848E-4	-16700.968660610386	0.0	-119.45699784556359
771000	-16818.10908557258	-123.97791671008073	-16694.1311688625	8.928746981575129	2016.8274174019864	43.64541166094443	2.741942006828282	21.89008209117103	0.27602584279019604	0.22610439877757602	0.2792198671607618	0.21864989127146586	0.044906894989425315	0.4750856568784411	6.119973216882087E-4	6.11997321688209E-4	-16694.1311688625	0.0	-117.81628040450687
772000	-16833.975048231103	-124.26457103922957	-16709.710477191875	10.99234050476628	2014.7638238787952	48.81826729712884	3.484864568714602	13.230607102067854	0.26818135615514666	0.22710693168228285	0.28694826192611866	0.21776345023645158	0.21253996311411355	0.058622033637366594	4.1853214317768515E-4	4.1853214317768504E-4	-16709.710477191875	0.0	-118.87425303033206
773000	-16823.98489378466	-120.49424357630475	-16703.490650208354	9.844810062036638	2015.9113543215249	44.041763913320985	3.0329485149468924	21.38905975338696	0.2664321276085081	0.2236508904730011	0.28817768664508725	0.22173929527340328	0.06171054072291492	0.9810761792764365	6.314654507263001E-4	6.314654507263001E-4	-16703.490650208354	0.0	-114.23959816651256
774000	-16814.987887661202	-121.84108298106786	-16693.146804680135	9.551056465800274	2016.2051079177613	44.2765919380997	2.971292466423522	23.993005858730275	0.2647972037036763	0.2347968214785607	0.27703175563952764	0.22337421917823508	0.0595470254327557	0.35114885004599083	5.593351274463694E-4	5.593351274463695E-4	-16693.146804680135	0.0	-115.40691605701122
775000	-16821.486542202318	-123.83582172811879	-16697.650720474197	10.102624776737485	2015.653539606824	45.99269747909194	2.904915192004646	23.63919806715223	0.26721037298485334	0.2346260161929341	0.2772025609251543	0.2209610498970581	0.06170853087762917	0.19322058860896735	4.950636250690427E-4	4.950636250690425E-4	-16697.650720474197	0.0	-117.5375004816038
776000	-16810.98209052643	-122.49900595070899	-16688.483084575724	9.780181476524994	2015.9759829070365	44.72327221037854	2.7460326522085676	22.56146447964885	0.26721037298485334	0.2346260161929341	0.28341905096102366	0.21474455986118868	0.04155837028663886	0.31861227340069176	5.254343501880049E-4	5.25434350188005E-4	-16688.483084575724	0.0	-116.36340080706836
777000	-16825.000262780653	-120.67595076334942	-16704.324312017303	9.8110432664779	2015.9451211170835	44.11551498396719	3.3662457342580447	20.531836297727203	0.26721037298485334	0.2238969103029313	0.28645333080950447	0.22243938590271067	0.03172374556218584	0.915802769132575	6.395661273883314E-4	6.39566127388332E-4	-16704.324312017303	0.0	-114.46521559218083
778000	-16823.1493496123	-121.82454483968971	-16701.324804772612	9.878915521989322	2015.8772488615723	44.27590117528784	3.0223323112883898	17.16960927317452	0.26972800464778257	0.22627226111101334	0.2817395999112212	0.22226013432998265	0.04467219855295667	0.9599432126679551	6.523209451041003E-4	6.523209451041003E-4	-16701.324804772612	0.0	-116.08721858454616
779000	-16821.364976881952	-116.03938970053852	-16705.325587181414	9.189126588444934	2016.5670377951167	42.49457416973348	2.358100011321467	14.58675689516274	0.27182372595221893	0.22865387960445024	0.2786274599276171	0.22089493451571351	0.04544280847496135	0.995558362708729	6.607216261684478E-4	6.607216261684479E-4	-16705.325587181414	0.0	-110.86981600547347
780000	-16812.720329472075	-118.79489476436966	-16693.925434707704	8.952599942416233	2016.8035644411452	41.299888950709814	2.7945714949111657	24.221904384938732	0.26651996402197486	0.23129067281156815	0.2812944286507432	0.22089493451571351	0.059794723703892605	0.8975419144125968	6.789555196216743E-4	6.789555196216742E-4	-16693.925434707704	0.0	-112.26393151948673
781000	-16810.051612965053	-119.72998985327261	-16690.32162311178	9.226956013168332	2016.5292083703932	42.63691690535532	3.052047095320908	18.810813737822297	0.2723449786917601	0.23079414390097527	0.2755086826606874	0.22135219474657697	0.09936256029503346	0.3100705202718617	4.743508013808195E-4	4.743508013808196E-4	-16690.32162311178	0.0	-113.82092555168211
782000	-16832.448345385063	-135.7462687629449	-16696.702076622118	9.48034567038526	2016.2758187131762	47.84563565412913	4.861765445083215	28.60556940947617	0.27186833911726205	0.22647129903787439	0.2796809063930972	0.22197945545176614	0.03906103238608988	0.4887182463157021	5.055050887804045E-4	5.055050887804049E-4	-16696.702076622118	0.0	-128.51839551046368
783000	-16826.120435912686	-128.58652353898543	-16697.5339123737	9.820650140972932	2015.9355142425886	46.89174904803433	3.8425459487410727	25.826721701101125	0.27186833911726205	0.22647129903787439	0.2796809063930972	0.22197945545176614	0.12272001187932109	0.8447582031595026	5.58054070149841E-4	5.580540701498411E-4	-16697.5339123737	0.0	-121.61866476031493
784000	-16830.691381778128	-126.30999678938296	-16704.381384988745	10.340781283112163	2015.4153831004494	47.05409745288681	3.192869255849186	16.176411329846328	0.26380081547808776	0.23025145734844824	0.28280596042978834	0.22314176674367542	0.16179336967643698	0.9715113445345906	5.681980991302416E-4	5.681980991302415E-4	-16704.381384988745	0.0	-120.51376930752365
785000	-16829.77270809556	-122.65362181340465	-16707.119086282153	9.097396952284516	2016.658767431277	44.21174264391507	3.1788665029788152	17.034479658174224	0.2695198904489506	0.23025145734844824	0.28280596042978834	0.21742269177281257	0.11177839892424012	0.7803412376118839	6.212917924441405E-4	6.212917924441404E-4	-16707.119086282153	0.0	-116.7737398444645
786000	-16849.566635820927	-133.99820149740032	-16715.568434323526	8.873646942794238	2016.8825174407673	47.26560413458789	4.324120632700623	20.80551522725174	0.2700120182335811	0.22241989551907357	0.27816130750361195	0.22940677874373305	0.14780936185678864	0.7704737989468411	5.828948388037877E-4	5.828948388037879E-4	-16715.568434323526	0.0	-127.35528529147761
787000	-16839.021429393913	-132.33985036141854	-16706.681579032494	10.369076879001883	2015.3870875045598	49.56429415170776	3.346280816979998	17.427729087640092	0.269002567364873	0.22342934638778172	0.28098750011591306	0.22658058613143198	0.11929123598339962	0.8670371588440466	6.387118163737669E-4	6.387118163737672E-4	-16706.681579032494	0.0	-126.38283012188052
788000	-16822.22363624366	-127.65991198922967	-16694.56372425443	10.192640412093258	2015.5635239714684	47.60150232432857	2.8396945191802803	18.51324068969597	0.269002567364873	0.23130516721588013	0.285232777105871	0.21445948831337558	0.04406050951721519	0.5499266725928353	4.798840860367429E-4	4.7988408603674286E-4	-16694.56372425443	0.0	-122.01596866273401
789000	-16837.99984159857	-140.6497877790502	-16697.35005381952	12.678705116028434	2013.0774592675332	58.094676789067535	5.042046762006868	18.51425959652639	0.2706647415300473	0.22960752273396262	0.28316118450617755	0.21656655122981217	0.011666072552179794	0.7868122199087771	4.6208488340899914E-4	4.6208488340899936E-4	-16697.35005381952	0.0	-134.6092682402512
790000	-16836.465041727475	-144.47660938882652	-16691.98843233865	10.193964277498328	2015.5622001060633	54.68983357033288	4.110827571288006	20.01082004069629	0.26920304631471603	0.22981427196664336	0.2815682114494924	0.21941447026914793	0.0029560618352412493	0.7868122199087771	5.290885767486735E-4	5.290885767486735E-4	-16691.98843233865	0.0	-138.383322000497
791000	-16836.125900419247	-135.795731531597	-16700.33016888765	9.49238050743382	2016.2637838761277	49.11266662429915	3.3896616988630828	17.131150853705925	0.2714537143203973	0.23142214040070316	0.27770967500975136	0.21941447026914793	0.07119481510003657	0.5150424902158026	5.451328602493901E-4	5.451328602493903E-4	-16700.33016888765	0.0	-130.03899307775941
792000	-16833.936293631486	-137.00515409773422	-16696.931139533754	9.801549183511327	2015.9546152000503	50.39595811952498	3.491908184966531	23.541007480734738	0.2772902437870287	0.23082479191839844	0.27770967500975136	0.21417528928482124	0.009509106005269947	0.8764582113562418	5.735285922168341E-4	5.735285922168343E-4	-16696.931139533754	0.0	-130.60272244020663
793000	-16832.724859785358	-126.97263490979256	-16705.752224875567	10.005255742083042	2015.7509086414784	46.11768589719317	3.9641455658187867	21.329853334764845	0.266354172969589	0.23363640464826685	0.28864574582719105	0.21136367655495283	0.03892774109921741	0.8558643114639941	5.705326548232041E-4	5.705326548232039E-4	-16705.752224875567	0.0	-120.57683031109464
794000	-16837.021641290063	-121.43186033106097	-16715.589780959002	8.99207835249399	2016.7640860310676	42.96841197264565	3.3272351604613513	21.14390401613619	0.2676972357181038	0.22952594770968227	0.27402871034341464	0.2287481062287991	0.10891774825438084	0.15790898405917675	5.8874584561837E-4	5.887458456183705E-4	-16715.589780959002	0.0	-115.04189860540163
795000	-16831.507989329486	-132.80011521389545	-16698.70787411559	9.482314628599527	2016.273849754962	48.20987004742874	3.625749741735365	20.979240279575755	0.2676972357181038	0.23491989160465138	0.27402871034341464	0.22335416233383	0.03749225586355991	0.7222049980518926	5.519351344972831E-4	5.519351344972832E-4	-16698.70787411559	0.0	-126.57345550200338
796000	-16831.04318442209	-135.13911945977554	-16695.904064962317	10.006383862221913	2015.7497805213397	49.93370394641457	4.4396870564492765	22.994884138765872	0.2695456885594153	0.23412255666626597	0.28406902064501965	0.21226273412929886	0.04987868012211892	0.5795967957654425	5.151187426566216E-4	5.151187426566215E-4	-16695.904064962317	0.0	-128.52310983797642
797000	-16822.2837216393	-129.5029724795065	-16692.780749159796	10.261950963422247	2015.4942134201392	50.10853570045977	3.405950964384986	15.045953097756925	0.2695456885594153	0.23590135695126527	0.2715992058562054	0.22295374863311382	0.13184798171922385	0.9610005249588299	5.211757748151966E-4	5.211757748151964E-4	-16692.780749159796	0.0	-123.93060160655386
798000	-16832.638384806032	-132.17216311772282	-16700.466221688308	10.384682638388586	2015.371481745173	50.342958432631065	3.5320835198636273	29.946198140115733	0.2628856357129982	0.23498439464580623	0.287628668131442	0.2145013015097533	0.02705082930159101	0.48372358056688514	4.8817635495240687E-4	4.8817635495240687E-4	-16700.466221688308	0.0	-125.21586182940234
799000	-16833.160852946254	-137.37597890693885	-16695.784874039316	10.18148981342567	2015.5746745701358	51.850401571934185	3.8364566858147224	22.49613723139483	0.26820183880876874	0.2296681915500357	0.2820039233811435	0.22012604626005186	0.08006706016025895	0.48372358056688514	5.061256134437803E-4	5.0612561344378E-4	-16695.784874039316	0.0	-130.92494360534695
800000	-16837.822600939016	-134.77369940946426	-16703.048901529553	10.641170022546932	2015.1149943610146	50.946598279831676	3.4755106901229826	24.180215987487085	0.26820183880876874	0.2267392020998016	0.27812684643376	0.22693211265766944	0.07664369355872215	0.8682574698932651	6.019154740219953E-4	6.019154740219952E-4	-16703.048901529553	0.0	-128.1571993187628
801000	-16843.43886673501	-137.4052807023339	-16706.033586032678	9.89529603526576	2015.8608683482958	50.96936257217664	3.096042919713342	21.484984874256664	0.27123828199779443	0.2243645396016341	0.27812684643376	0.22627033196681126	0.10093667870538123	0.892020308070393	6.095535103375857E-4	6.095535103375859E-4	-16706.033586032678	0.0	-131.12860575758438
802000	-16842.05079195313	-135.92297915639023	-16706.12781279674	9.847334567688188	2015.9088298158733	50.42390406139654	3.7581639694178497	19.164804811378872	0.2749206086057315	0.22758953165777696	0.2760576647768765	0.22143219495961486	0.11034859049818393	0.8226056498958818	4.830689863463415E-4	4.8306898634634137E-4	-16706.12781279674	0.0	-129.81212340237366
803000	-16836.9300297438	-125.16202525470608	-16711.76800448909	10.410231983047199	2015.3459324005144	47.39817179176852	2.96517759594005	19.164804811378872	0.2749206086057315	0.23251414750662316	0.2691116438560157	0.22345360003162942	0.045674959562956925	0.532978098587707	4.964091874085913E-4	4.964091874085915E-4	-16711.76800448909	0.0	-119.37433430548039
804000	-16838.956429319278	-117.10085129327713	-16721.855578026	9.051531488476664	2016.7046328950848	42.41249051490454	2.878019731527838	16.87400530986968	0.26371482871417484	0.2344204429187468	0.2784111283354487	0.22345360003162942	0.21080546454969945	0.12456318635651338	5.375409850293745E-4	5.375409850293746E-4	-16721.855578026	0.0	-111.19938688690682
805000	-16835.482058179303	-126.21726535459139	-16709.26479282471	10.496861995713584	2015.259302387848	49.3938035610782	3.449146123928702	16.702953658189436	0.26371482871417484	0.23081775949353386	0.2820138117606616	0.22345360003162942	0.06270962520567538	0.8489869655476944	5.934461817895054E-4	5.934461817895053E-4	-16709.26479282471	0.0	-120.47284543032242
806000	-16830.206128358714	-123.53962559939126	-16706.666502759323	10.291466288681221	2015.4646980948803	46.69374467663707	2.5821282697118813	21.569772971707746	0.26631411542119565	0.23533522229235546	0.281260500732547	0.2170901615539016	0.17292687859855901	0.837610168925428	6.121646411129403E-4	6.121646411129405E-4	-16706.666502759323	0.0	-117.24819847946804
807000	-16830.40078967979	-131.51887392325378	-16698.881915756534	10.763788920774195	2014.9923754627873	51.17180137724559	3.6226330265723803	20.757820466639014	0.26631411542119565	0.23155616457785716	0.281260500732547	0.2208692192683999	0.17292687859855901	0.6501717655798617	5.320249700118698E-4	5.3202497001187E-4	-16698.881915756534	0.0	-125.09422485609234
808000	-16831.973993094238	-128.76885246953358	-16703.205140624705	9.898872328099575	2015.857292055462	47.10866698133562	3.7208464636066454	28.40329669470269	0.26631411542119565	0.23155616457785716	0.281260500732547	0.2208692192683999	0.038577551326642194	0.20344821458692502	5.636391036463758E-4	5.63639103646376E-4	-16703.205140624705	0.0	-121.76348370032892
809000	-16829.44597869808	-124.27794087146071	-16705.16803782662	8.992121894113906	2016.7640424894475	43.79911422264245	3.208035838664955	18.999972414716133	0.26520080998558515	0.23536247414186973	0.26945174860230126	0.22998496727024353	0.11529152789141642	0.09138655952340895	5.392252320055214E-4	5.392252320055214E-4	-16705.16803782662	0.0	-118.21060190788172
810000	-16823.97678954077	-126.10933721121076	-16697.86745232956	9.995200971371197	2015.7609634121904	47.24204214935337	2.7239717753482338	21.795687595209554	0.27520251254797073	0.23189348022978448	0.276278245399692	0.21662576182255244	0.22026280404010154	0.04153671162072228	4.815775518557571E-4	4.8157755185575696E-4	-16697.86745232956	0.0	-119.77704445488615
811000	-16828.01663748215	-135.95055933215255	-16692.066078149997	9.197291225823262	2016.5588731577384	48.83580031250337	3.974842325578623	21.795687595209554	0.2695626602322505	0.22705726745602078	0.2773764772202471	0.22600359509148119	0.17336309578445494	0.9319097931470575	5.459688174291257E-4	5.459688174291256E-4	-16692.066078149997	0.0	-129.28322927234183
812000	-16841.154490553825	-132.9788072063246	-16708.1756833475	10.894128200213082	2014.8620361833484	50.76889303705717	4.608194837579446	22.016497239827682	0.2695626602322505	0.23480720181347672	0.27547014125798197	0.2201599966962903	0.10757895208220819	0.683323096826464	5.233379095882221E-4	5.233379095882223E-4	-16708.1756833475	0.0	-126.31183783210324
813000	-16839.627161452077	-128.391010652465	-16711.236150799614	9.761846200030572	2015.994318183531	48.70463925159485	3.3790271958385176	22.851514351187387	0.2666867150581886	0.23480720181347672	0.28237187375668504	0.21613420937164912	0.03145735298133305	0.683323096826464	5.44800009378134E-4	5.44800009378134E-4	-16711.236150799614	0.0	-122.0591321794908
814000	-16835.022556089527	-135.06724670853754	-16699.95530938099	10.374043947098167	2015.3821204364633	50.849359710558815	3.522705668895233	20.250393545212958	0.2666867150581886	0.23215320910257134	0.2812274239550871	0.21993265188415242	0.16706261268290976	0.15672500981149073	4.885021804254962E-4	4.885021804254961E-4	-16699.95530938099	0.0	-128.7810200711801
815000	-16842.64947621425	-136.43652672023742	-16706.212949494013	12.408630265509881	2013.3475341180517	55.354946314585916	3.739603113120507	19.928339133137086	0.26364584804379115	0.23354330082122626	0.2822834278807188	0.22052742325426328	0.16366235649633318	0.9205888925683392	4.942533816041716E-4	4.942533816041716E-4	-16706.212949494013	0.0	-130.16782431674642
816000	-16829.904274689125	-136.42674022765996	-16693.477534461465	12.024872133680319	2013.7312922498813	55.15088095405793	3.781809057076371	24.073839588363963	0.2622661844423976	0.2256088620681251	0.29159753023521356	0.22052742325426328	0.05651882042753462	0.8079988396334403	4.80805750556238E-4	4.808057505562381E-4	-16693.477534461465	0.0	-129.93249976860304
817000	-16844.86546777525	-137.1356608406032	-16707.729806934647	11.608557966052928	2014.1476064175085	54.92785127448147	4.384859674174811	18.753857854049247	0.2622661844423976	0.21987846280381818	0.29159753023521356	0.2262578225185702	0.19039577934707833	0.7965545334976185	4.4835826271775314E-4	4.483582627177531E-4	-16707.729806934647	0.0	-130.8384230698066
818000	-16836.87420994293	-130.9799840295025	-16705.894225913427	12.747326498638143	2013.0088378849234	56.377035366884634	2.8749968124894463	15.167018009667164	0.2685531446347764	0.22438155778431412	0.2808074750623388	0.2262578225185702	0.19022230715386773	0.9434982895594115	4.5210450142980826E-4	4.521045014298085E-4	-16705.894225913427	0.0	-125.57453685901923
819000	-16838.11593629707	-133.7709162726182	-16704.34502002445	11.091377043343837	2014.6647873402178	52.21008815345837	3.578105156083037	20.08300887876528	0.2685531446347764	0.22438155778431412	0.2808074750623388	0.2262578225185702	0.2697191953391619	0.7251045377138375	5.093820708599077E-4	5.093820708599078E-4	-16704.34502002445	0.0	-127.27320028179759
820000	-16832.389997863036	-131.20563593268147	-16701.184361930354	10.757568076074731	2014.9985963074869	51.340234384249996	3.569555843958117	21.62155428927495	0.2685531446347764	0.23559872027170928	0.28283110655887056	0.2130170285346433	0.018760486595923102	0.9150092769147583	5.087279772271524E-4	5.087279772271524E-4	-16701.184361930354	0.0	-125.03491486361297
821000	-16842.714920287257	-139.55339417961434	-16703.161526107644	11.173212311159544	2014.5829520724021	53.64388945206254	4.269417692640891	31.678474510164442	0.28024697253716535	0.22733141978200835	0.27702129999267927	0.21540030768814655	0.06008068639555698	0.9463592515452618	5.11465654147708E-4	5.11465654147708E-4	-16703.161526107644	0.0	-132.2028851937102
822000	-16827.009186792005	-131.86240619609418	-16695.14678059591	9.92116741004895	2015.8349969735127	48.83886578463524	3.6155042562454076	16.6638442510125	0.27085927982545643	0.22299542270547923	0.28301715452541576	0.22312814294364813	0.15828960665149927	0.8140046076438477	5.145899190963844E-4	5.145899190963845E-4	-16695.14678059591	0.0	-125.95448819675512
823000	-16824.312355319267	-129.39973339333275	-16694.912621925934	9.344918298932097	2016.4112460846295	47.06729705912008	3.333520577034903	19.785064638336074	0.26453734266445583	0.23020805884798404	0.2821264555439116	0.22312814294364813	0.15828960665149927	0.8140046076438477	5.556783440837089E-4	5.556783440837088E-4	-16694.912621925934	0.0	-123.13495706741352
824000	-16831.334260749707	-125.8751577188798	-16705.459103030826	8.91476440986189	2016.8413999736997	44.5610225687771	3.010845193773986	25.398289234638938	0.26453734266445583	0.23020805884798404	0.2821264555439116	0.22312814294364813	0.17028870138678084	0.8992382806703002	6.418012692730416E-4	6.418012692730414E-4	-16705.459103030826	0.0	-118.99957149082452
825000	-16832.63260575502	-132.12309873002008	-16700.509507025003	9.953735362557136	2015.8024290210044	48.820187214374776	3.750224148697098	24.776845220233426	0.26350473620596243	0.23528348888372644	0.2821264555439116	0.21908531936639913	0.1311590225872763	0.4758694891528024	5.668232293650113E-4	5.668232293650112E-4	-16700.509507025003	0.0	-125.27434707842716
826000	-16844.789886723185	-128.15990302364116	-16716.629983699546	9.663489438645286	2016.0926749449163	45.53173844687355	2.649102986691763	25.87120280267646	0.262518324030006	0.2329965485211423	0.2844133959064957	0.22007173154235551	0.11580035950075883	0.6527759347008599	5.551949302316361E-4	5.551949302316357E-4	-16716.629983699546	0.0	-121.56315925300056
827000	-16852.728988180872	-142.64606349421078	-16710.08292468666	10.608169895331532	2015.14799448823	53.416918660564136	3.207626447146708	17.892241733103955	0.262518324030006	0.23371291922193244	0.2844133959064957	0.21935536084156537	0.1801622026039876	0.9616437460577272	5.231704800356565E-4	5.231704800356566E-4	-16710.08292468666	0.0	-136.69282202477186
828000	-16832.584982297663	-136.678169281127	-16695.906813016536	10.28794709675786	2015.4682172868038	51.00952958723571	3.770071883584775	21.027228694051995	0.2676857697124708	0.22796528289034085	0.2849935865556225	0.21935536084156537	0.012796984984330961	0.3032202545420381	5.228126931226396E-4	5.228126931226394E-4	-16695.906813016536	0.0	-130.51175542091121
829000	-16827.28075483652	-136.25501011914753	-16691.02574471737	9.85178765087254	2015.9043767326891	50.53837873205927	3.2284448369668213	20.70708786449245	0.265660377663597	0.23198230239043235	0.2830019591044048	0.21935536084156537	0.035256510063878775	0.41573396849389876	4.711408304894077E-4	4.711408304894078E-4	-16691.02574471737	0.0	-130.28476305211476
830000	-16836.476449232447	-133.4450662904693	-16703.031382941976	9.599247286121672	2016.1569170974399	48.35678274352348	3.0751400902616006	20.70708786449245	0.26722823607547563	0.23198230239043235	0.2763243317427168	0.22446512979137476	0.0931900180348132	0.47272951556352083	4.7229438770408737E-4	4.722943877040874E-4	-16703.031382941976	0.0	-127.38539302358453
831000	-16832.25098739749	-131.06050825609782	-16701.19047914139	9.139474245880209	2016.6166901376814	46.78837459470754	4.005823710366819	19.83393370937629	0.26565930093480633	0.2336930931169535	0.286261868575218	0.2143857373730217	0.1812413334288572	0.6871350865208966	5.652702229487162E-4	5.652702229487163E-4	-16701.19047914139	0.0	-124.54819406927653
832000	-16851.616666637416	-139.68908734478137	-16711.927579292635	11.02385991001511	2014.7323044735465	53.57517269082195	4.2651055203549495	23.848913457534675	0.2775701005019182	0.2199375546984598	0.286261868575218	0.21623047622440345	0.01605192760470407	0.058249532265998695	3.725183442041152E-4	3.7251834420411536E-4	-16711.927579292635	0.0	-133.29726992056146
833000	-16852.254436577055	-137.01148996971108	-16715.242946607344	10.551024389197888	2015.2051399943637	52.33735490508632	4.236165444739227	25.03615516331579	0.26594079733740555	0.22586022114446538	0.2815645555822842	0.22663442593584435	0.0910777244996936	0.6088462544213472	4.4465634756266634E-4	4.4465634756266624E-4	-16715.242946607344	0.0	-130.256078890113
834000	-16831.787347506877	-135.39141307533245	-16696.395934431544	9.750047948605708	2016.0061164349559	49.549997118341274	4.348922770612923	16.764291330000543	0.26523534716010966	0.22656567132176125	0.2868111338713044	0.2213878476468241	0.1295432494202295	0.7552496257428974	4.913944534268479E-4	4.91394453426848E-4	-16696.395934431544	0.0	-129.3738196097997
