# BEAST v10.5.0
# Generated Mon Jan 19 16:15:08 CET 2026 [seed=1768835686400]
# -window -working -options
state	joint	prior	likelihood	rootHeight	age(root)	treeLength	constant.popSize	kappa	frequencies1	frequencies2	frequencies3	frequencies4	alpha	pInv	clock.rate	meanRate	treeLikelihood	branchRates	coalescent
58000	-16846.253701330304	-144.3275188788579	-16701.926182451447	12.322718082910523	2013.433446300651	59.541904423786605	4.6353704829553415	17.75987860506777	0.27277943696963347	0.2223257434105733	0.2820557604956702	0.22283905912412313	0.21485493706029085	0.7134175759420337	4.548116086775317E-4	4.548116086775316E-4	-16701.926182451447	0.0	-138.07716426991044
59000	-16840.078193951304	-141.68221160249487	-16698.395982348808	10.647845834285237	2015.1083185492764	53.39185483264129	4.1895260830523045	17.812332749682266	0.2661636552307085	0.22875821993117662	0.28229767638576053	0.22278044845235445	0.361597376582922	0.3856032636663527	4.920961292747525E-4	4.920961292747524E-4	-16698.395982348808	0.0	-135.14025068025285
60000	-16841.211975795606	-145.735408199766	-16695.47656759584	10.594574011185308	2015.1615903723762	56.22358266305242	4.841871625220785	18.216049228946375	0.27076336953115815	0.23422044282304233	0.2785666647973901	0.21644952284840954	0.20058487600431188	0.4152609655803878	4.3986922640312716E-4	4.3986922640312694E-4	-16695.47656759584	0.0	-139.40419396406102
61000	-16842.41426523327	-150.35452323377632	-16692.059741999496	11.161128073486585	2014.5950363100749	57.69780804052982	6.507238221090076	22.115019876724936	0.2682455912758559	0.22600172038794997	0.2790803469409281	0.22667234139526615	0.1908111246982645	0.16744995896261733	3.9918522750249404E-4	3.9918522750249393E-4	-16692.059741999496	0.0	-143.3669135874089
62000	-16841.25061242151	-148.6665944287957	-16692.584017992715	10.381633697140138	2015.3745306864214	55.75484039982075	5.675242498093518	29.194608446801894	0.27234595845673465	0.2318092626213384	0.2771001292900879	0.21874464963183912	0.05866060728726837	0.09857885536447276	4.142573693808273E-4	4.1425736938082737E-4	-16692.584017992715	0.0	-141.3700504546106
63000	-16845.475935114973	-146.92745055824577	-16698.548484556726	11.232982895742863	2014.5231814878186	58.04507629762823	5.295793270758642	22.4111263645923	0.2661838133661587	0.22347614787046416	0.2875563190879313	0.22278371967544594	0.14906781743050682	0.34469733558193566	4.033808487112733E-4	4.033808487112732E-4	-16698.548484556726	0.0	-140.19652449284564
64000	-16847.242722438004	-149.2807901812684	-16697.961932256738	10.495505542016188	2015.2606588415454	56.50028538490717	5.617128395615577	23.38004503986143	0.2677452997648351	0.22993898588770204	0.2841087120299897	0.2182070023174732	0.13872615306602887	0.5960424247590872	4.814357407455177E-4	4.814357407455177E-4	-16697.961932256738	0.0	-142.30561459804068
65000	-16855.19036932106	-146.9481831170405	-16708.242186204017	9.270233908655705	2016.485930474906	51.55406081293025	5.577900150343327	23.68639963488388	0.2746068047353703	0.2337531057851252	0.2742893505483686	0.21735073893113596	0.09412349286965578	0.900438699276649	5.76457442889733E-4	5.764574428897328E-4	-16708.242186204017	0.0	-139.89986302963555
66000	-16841.597017036882	-142.73020777870704	-16698.866809258176	9.225654685146582	2016.530509698415	49.50851609520054	5.351002755970744	17.76826395029358	0.2726753234765592	0.22182713111273386	0.2809632886143744	0.22453425679633257	0.036358399988687486	0.8960716909769733	5.897169563991733E-4	5.897169563991736E-4	-16698.866809258176	0.0	-136.46740400326212
67000	-16840.18551202094	-135.4926510355577	-16704.692860985382	8.664870814389387	2017.0912935691722	46.70238733862735	3.3858761316251758	30.564866406558576	0.2654763453491184	0.23097726060355644	0.2790121372509927	0.22453425679633257	0.01937649307621148	0.8585208574334403	6.450243363281003E-4	6.450243363281001E-4	-16704.692860985382	0.0	-128.3597080614685
68000	-16832.078501734286	-137.72136257785021	-16694.357139156436	10.738299456402379	2015.0178649271593	52.44687025630009	4.121062203306828	21.47462428103602	0.2675343311727879	0.23221101843373881	0.27743956502693023	0.22281508536654315	0.011971718352709628	0.8591038531348179	5.684147904211888E-4	5.684147904211887E-4	-16694.357139156436	0.0	-131.38749545819095
69000	-16849.779436308043	-143.8073609140862	-16705.97207539396	11.162412541397991	2014.5937518421636	54.449107864471095	3.426757091249795	16.874797456293017	0.26411354582468016	0.234118590643216	0.28619616778370316	0.21557169574840088	0.02780894358216472	0.9336249966200174	4.886744050399302E-4	4.886744050399302E-4	-16705.97207539396	0.0	-138.2656582664146
70000	-16852.458431209907	-137.44980669700766	-16715.0086245129	9.974182318642317	2015.7819820649192	51.68823124567659	4.561338954339418	17.38035669322949	0.2643828315861972	0.23020128351683408	0.2898441891485681	0.21557169574840088	0.02776546119981487	0.8575802879743212	5.626997101126909E-4	5.62699710112691E-4	-16715.0086245129	0.0	-131.4580280624206
71000	-16838.32020342459	-135.82736972607964	-16702.49283369851	11.115831586451907	2014.6403327971097	52.41572588686684	4.6211037266597526	26.862802815768056	0.2704108338470426	0.2196250363089629	0.28746754996697405	0.22249657987702057	0.02858452237197074	0.8270556184546983	5.156666406969903E-4	5.156666406969904E-4	-16702.49283369851	0.0	-128.86050595575045
72000	-16825.594351035208	-130.41727216706258	-16695.177078868146	9.082500632893275	2016.6736637506683	46.22523936351409	3.9121336160577584	25.74119595348504	0.26825559035077995	0.22636867874418626	0.2879009481557012	0.21747478274933274	0.02110151792709761	0.5826743280950293	4.912847843602357E-4	4.912847843602362E-4	-16695.177078868146	0.0	-123.70276040683123
73000	-16828.17066050647	-132.17803664609227	-16695.992623860377	9.547381969064057	2016.2087824144976	46.652184869296924	3.49279490895224	27.353061647390668	0.2712214260317735	0.2265400754786564	0.2790610702248462	0.22317742826472403	0.0444458684333997	0.35774197342426517	5.146440209584535E-4	5.146440209584536E-4	-16695.992623860377	0.0	-125.3612928118269
74000	-16825.859938214246	-131.43500699869327	-16694.42493121555	9.222122563432697	2016.5340418201288	46.02522591075038	3.717010097588952	30.782365924140446	0.2729670358365135	0.22799769187038424	0.27512958268763443	0.22390568960546797	0.0483756259752982	0.7662708995730876	5.395609199844207E-4	5.395609199844206E-4	-16694.42493121555	0.0	-124.219686696721
75000	-16830.697832759342	-134.81522660466263	-16695.88260615468	10.172852375291475	2015.58331200827	50.48972436860396	3.495936062668174	19.141256412907207	0.2702294328569957	0.23070684720366005	0.28251908305933426	0.2165446368800101	0.06449689206982659	0.5549031265080038	6.206890145138994E-4	6.206890145138995E-4	-16695.88260615468	0.0	-128.7396960321133
76000	-16829.853535955088	-137.24322954747427	-16692.610306407612	9.680171885970294	2016.0759924975912	50.18150408322126	4.39742463836136	21.280211863257495	0.2737826424733238	0.22702815936582338	0.28251908305933426	0.21667011510151865	0.07441468038633225	0.5898450391173771	5.604603850288783E-4	5.604603850288784E-4	-16692.610306407612	0.0	-130.727110997136
77000	-16833.322745053098	-135.28337967320255	-16698.039365379896	11.060703677049801	2014.6954607065118	51.3256577553391	3.6739883404387124	14.762280336329322	0.2815970610610397	0.22745071551900853	0.2793929637185742	0.21155925970137762	0.07304699241011035	0.7768394142080155	5.128882862110772E-4	5.128882862110773E-4	-16698.039365379896	0.0	-129.81223213202674
78000	-16831.56065429407	-137.09666016493122	-16694.46399412914	10.011987001826508	2015.744177381735	49.70023963574256	3.6846342904762777	29.15063312440185	0.27117060758442824	0.2358747979269358	0.28326499737076444	0.20968959711787152	0.042512246275952584	0.5812334629812903	5.504043314794352E-4	5.504043314794348E-4	-16694.46399412914	0.0	-130.06589211376712
79000	-16835.421841843305	-141.1846744193723	-16694.237167423933	10.107259432816097	2015.6489049507454	52.57271000627958	3.8946489393052284	17.8325231391628	0.2754370274534373	0.21932675509519228	0.28227946104906293	0.22295675640230755	0.044461045958342056	0.24472024366966771	4.317120264368742E-4	4.317120264368744E-4	-16694.237167423933	0.0	-135.40900066507695
