# BEAST v10.5.0
# Generated Tue Jan 20 11:25:10 CET 2026 [seed=1768904692127]
# -window -working -options
state	joint	prior	likelihood	rootHeight	age(root)	treeLength	exponential.popSize	exponential.growthRate	kappa	frequencies1	frequencies2	frequencies3	frequencies4	alpha	clock.rate	meanRate	treeLikelihood	branchRates	coalescent
20000	-16842.81801274807	-135.34180735261447	-16707.476205395455	9.445634816929397	2016.310529566632	46.83698058898092	3.47974109649295	0.01749410182458422	20.498760264352416	0.26784238329541155	0.22266808195211293	0.29132981027868354	0.21815972447379195	0.008761159654666912	6.631919321990226E-4	6.631919321990223E-4	-16707.476205395455	0.0	-123.85790915961051
21000	-16836.063510426513	-137.86190455731696	-16698.201605869195	9.807140057891031	2015.9490243256705	47.971100630970724	3.9311462182071484	-0.02345695875803555	22.10443247365184	0.26277682126593477	0.22455970544412363	0.28894925144049566	0.2237142218494459	0.007013954499985494	5.628196123290704E-4	5.6281961232907E-4	-16698.201605869195	0.0	-126.18247073914539
22000	-16841.14603092796	-144.73192858867932	-16696.41410233928	10.684870471535858	2015.0712939120258	51.51885964093064	7.810562827976063	0.19284441907938144	23.483883803596612	0.26486026454999495	0.23406833094440382	0.27782248025930795	0.22324892424629322	0.010172070257519213	5.588704522955992E-4	5.588704522955996E-4	-16696.41410233928	0.0	-132.24924179245724
23000	-16837.393703798592	-141.34839818514803	-16696.045305613443	10.36300654765333	2015.3931578359081	50.36979381924196	5.614960517258189	0.16785216391319824	15.750570365571201	0.26032821776123	0.22912596713889144	0.2873968469150223	0.2231489681848562	0.010609233398781878	5.662718794281976E-4	5.662718794281977E-4	-16696.045305613443	0.0	-130.07903020828937
24000	-16852.37136388609	-145.78775241420865	-16706.58361147188	9.526566561707833	2016.2295978218538	49.57504529144279	6.277810873057645	0.11111355130184042	21.38028908329686	0.268036755754738	0.2277960229806396	0.2846198547898184	0.219547366474804	0.017444139591288682	4.95878402298079E-4	4.95878402298079E-4	-16706.58361147188	0.0	-133.77641793104274
25000	-16850.688466257114	-156.70768271274378	-16693.98078354437	11.57272556854987	2014.1834388150116	57.72318876816151	5.932755426768272	0.10964639746771732	22.4325267879059	0.2731955149528074	0.22689370858661348	0.2824314921148382	0.2174792843457409	0.019035915449686427	4.717545571713974E-4	4.71754557171397E-4	-16693.98078354437	0.0	-144.73617769551046
26000	-16847.01065427649	-150.22441590196422	-16696.786238374527	10.889858260737716	2014.8663061228237	55.35900792158804	5.582417061017773	0.03274255674130555	16.39876838224311	0.27047230039249043	0.22809985562110474	0.2824314921148382	0.21899635187156657	0.034930998265697115	5.010936035750545E-4	5.010936035750543E-4	-16696.786238374527	0.0	-138.9365456113508
27000	-16855.434393423056	-154.80059841918293	-16700.633795003872	11.449542255511892	2014.3066221280496	60.0176017920849	4.900363408070258	-0.012998982548851012	13.27650838584498	0.27330721275152775	0.2234544674479073	0.2775808184913147	0.22565750130925016	0.03338432075220717	4.303659626225244E-4	4.3036596262252443E-4	-16700.633795003872	0.0	-144.2051426715697
28000	-16853.048289536884	-158.38149125830978	-16694.666798278573	12.394363202629485	2013.3618011809322	63.770436004569845	3.965235452160763	-0.08473374891385999	17.926412594856547	0.2683907600006104	0.22713199674436585	0.2820119416239	0.22246530163112374	0.056142156900067325	3.949844976604092E-4	3.949844976604091E-4	-16694.666798278573	0.0	-147.3922047534176
29000	-16850.219399314086	-152.2729930803028	-16697.946406233783	12.58713896206925	2013.1690254214923	62.580525632192234	4.400046890787587	-0.026316639695732835	17.526041477089073	0.2666573692827979	0.23627315276627506	0.27533704860651304	0.22173242934441406	0.08261730545397655	4.341511975448952E-4	4.341511975448951E-4	-16697.946406233783	0.0	-141.117979559886
30000	-16854.917367851238	-152.7822648985946	-16702.135102952645	9.805738015210961	2015.9504263683507	55.852951197742236	4.747480275146701	0.0021023883460484782	13.813683464720294	0.27060848969293133	0.22584659812627159	0.28419103954344094	0.21935387263735617	0.12379297629947883	4.901152302326323E-4	4.901152302326323E-4	-16702.135102952645	0.0	-141.85498564019676
31000	-16859.846106616547	-162.36020879904697	-16697.4858978175	10.830730588775001	2014.9254337947866	59.911445029723374	6.755176510867214	0.0021023883460484782	14.896800083319782	0.2663904514689888	0.23605443693936695	0.27903019744092505	0.21852491415071926	0.08945972147451606	4.95492343687881E-4	4.95492343687881E-4	-16697.4858978175	0.0	-151.0187032549458
32000	-16864.21502643855	-160.49014002482545	-16703.724886413722	10.857949231015699	2014.8982151525458	60.448165662198086	5.541270331263866	0.0021023883460484782	15.948300681473079	0.2652638555547023	0.22862361922474336	0.28059121357782213	0.22552131164273234	0.12631645478521514	4.492454730716126E-4	4.4924547307161245E-4	-16703.724886413722	0.0	-149.18604980567443
33000	-16864.87684379566	-158.96009588863873	-16705.91674790702	11.239403425686913	2014.5167609578746	62.436836431635875	4.851734661571018	-0.0024467338398470595	18.85411084316005	0.2609802182128002	0.22862361922474336	0.28059121357782213	0.22980494898463444	0.1381438983506191	4.4655716072985454E-4	4.4655716072985454E-4	-16705.91674790702	0.0	-147.41837064284914
34000	-16858.16691253507	-159.93433608586508	-16698.232576449205	11.752136534033749	2014.0040278495278	63.81306609322896	7.54739589402745	0.12813396533973154	20.210891276019083	0.2634396897687522	0.23256989916060242	0.28519946946073454	0.21879094160991094	0.20955166767692687	4.454791758375787E-4	4.454791758375783E-4	-16698.232576449205	0.0	-147.65881215702228
35000	-16854.406337398705	-153.13705571114724	-16701.269281687557	10.412119598216032	2015.3440447853454	58.01359028011956	5.8584420029880935	0.04569029879220898	14.778675865221379	0.2737787312858247	0.22938984050948324	0.27788950344175695	0.21894192476293522	0.2479586643193735	4.8192305878339106E-4	4.819230587833912E-4	-16701.269281687557	0.0	-141.63742063030398
36000	-16848.74178733484	-154.5073045378986	-16694.23448279694	11.241340113883528	2014.514824269678	59.511489000698276	4.8793527422426966	-0.03463492087980402	22.657936686591796	0.2751927260078631	0.23087870371502528	0.27513930277518506	0.2187892675019267	0.2638124997186891	5.158751017603124E-4	5.158751017603121E-4	-16694.23448279694	0.0	-142.1868785085219
37000	-16848.119764470128	-156.9089924663289	-16691.2107720038	11.179208029849935	2014.5769563537117	60.08967323336041	5.123884165263052	0.04931171754634711	19.29009351346267	0.26499260025734483	0.23592303037608184	0.2755661848702847	0.2235181844962887	0.13159613724039484	4.3435428569796997E-4	4.3435428569797E-4	-16691.2107720038	0.0	-145.27021222458612
38000	-16856.9694672451	-158.4301781824718	-16698.539289062628	12.364086679311344	2013.3920777042501	62.5436834668515	6.906151492370784	0.18061088804842163	25.249077454534998	0.274037507549943	0.22870461668372832	0.28044998262352233	0.2168078931428065	0.11484243883858583	4.678825660478011E-4	4.67882566047801E-4	-16698.539289062628	0.0	-145.87328204135565
39000	-16851.383336296356	-159.52390555751379	-16691.85943073884	11.288285570110856	2014.4678788134506	61.92623774786018	8.216621966103638	0.14081114051146715	24.924091857326463	0.274037507549943	0.23369682122890445	0.2758515670602076	0.21641410416094503	0.08734042012158866	4.936255695945081E-4	4.936255695945081E-4	-16691.85943073884	0.0	-146.84586220673006
40000	-16853.801273184763	-164.22601547756398	-16689.575257707198	11.88450009052126	2013.8716642930403	65.63974068950695	7.643804076506643	0.15130140212226562	18.019985777203374	0.27402369674488897	0.22995248913797242	0.283135729733628	0.21288808438351067	0.08736133918481866	3.7165460191765885E-4	3.7165460191765885E-4	-16689.575257707198	0.0	-152.5484521123418
41000	-16862.894968512628	-164.16018061432368	-16698.734787898306	12.966441134652987	2012.7897232489086	67.81249794086928	7.512240685441676	0.035877390529409636	16.640338159695588	0.2676243260443672	0.23608866250391045	0.27680720078145343	0.21947981067026898	0.07103375834700716	3.976845380339571E-4	3.9768453803395727E-4	-16698.734787898306	0.0	-152.6878090482937
42000	-16863.200865142415	-164.06066455049245	-16699.140200591923	12.533514268526186	2013.2226501150353	66.86483869425453	4.56531960227628	0.0020599182050540232	22.51275447828203	0.2672642285778975	0.23435738186275537	0.2815617884031422	0.21681660115620494	0.06567307973274222	4.325165041829307E-4	4.32516504182931E-4	-16699.140200591923	0.0	-152.36690786876397
43000	-16852.393395993477	-165.13470147746295	-16687.258694516015	13.032837425499812	2012.7233269580618	67.14505581849525	7.29641278931466	0.03256013468910601	20.41139882010726	0.27218319811783787	0.23000259820621352	0.2809142764657142	0.2168999272102344	0.06252078442807388	4.1790573113051983E-4	4.1790573113051967E-4	-16687.258694516015	0.0	-153.2234166588772
44000	-16855.66112295464	-164.18490097757274	-16691.476221977067	14.592663584128188	2011.1635007994335	71.08319400568982	6.188651077876397	-0.027733436546233614	18.14695512117269	0.27162786440646114	0.2319722318587411	0.28369189615573703	0.21270800757906075	0.07044789260158718	4.2402893670041316E-4	4.240289367004132E-4	-16691.476221977067	0.0	-152.70745607435975
45000	-16866.796152892835	-166.1851359763856	-16700.61101691645	12.499194187994904	2013.2569701955667	67.24823284751602	6.091569701113857	0.03629583582063023	24.924344039738262	0.26624018684324097	0.23754755053022264	0.28162009625496737	0.214592166371569	0.15158471143058813	4.412303197385582E-4	4.412303197385581E-4	-16700.61101691645	0.0	-153.77892883843938
46000	-16859.78622820294	-163.0543138934096	-16696.73191430953	11.666666764053993	2014.0894976195075	63.91803127819789	6.74796234963243	0.11736209443131385	22.450275817075077	0.26624018684324097	0.22882770725090973	0.28352884333926887	0.2214032625665804	0.065825208463079	4.461482647134811E-4	4.461482647134811E-4	-16696.73191430953	0.0	-150.9354447309665
47000	-16868.98567452505	-170.8278725175851	-16698.157802007467	13.695438690157557	2012.060725693404	73.63827380183893	7.9507234906978805	0.028661235248666816	22.118648078673942	0.27116384131876514	0.23186849491358946	0.2742677923156057	0.22269987145203968	0.0964409461658828	3.71932965520764E-4	3.719329655207639E-4	-16698.157802007467	0.0	-158.681396597095
48000	-16873.28424560127	-163.6022685097008	-16709.681977091568	12.88905606217155	2012.86710832139	68.58842603640875	7.921797862052406	0.028661235248666816	18.607029256497256	0.27104323636191757	0.23549034465454993	0.2787432575645428	0.2147231614189897	0.07315766131624254	4.429923654372997E-4	4.429923654372994E-4	-16709.681977091568	0.0	-151.77536790891048
49000	-16853.65221496986	-149.9101363823574	-16703.742078587504	13.048884896624847	2012.7072794869366	61.64565690926209	3.8916410869159677	-0.09312647118372386	18.207845398937195	0.2725195895098044	0.23050910234945773	0.27561058556808615	0.22136072257265169	0.01904957544046533	4.046904332395446E-4	4.0469043323954475E-4	-16703.742078587504	0.0	-138.95043949799611
50000	-16857.072793562613	-154.65337700139457	-16702.419416561217	11.50886718325704	2014.2472972003045	59.44553442990903	2.366083711724435	-0.2669658685678835	18.989932818577213	0.2759383877313002	0.22051387141422263	0.27752721402502567	0.2260205268294515	0.044218648117597424	4.4237582238675646E-4	4.4237582238675636E-4	-16702.419416561217	0.0	-143.98237375871622
51000	-16853.374360802223	-157.67700464113682	-16695.697356161087	11.584705695634723	2014.1714586879268	59.52352674466388	1.821816724046729	-0.44474560634512783	18.039693727920902	0.2746650570148459	0.229081497733328	0.2826586869367291	0.21359475831509703	0.14405580429431136	4.690869154939343E-4	4.690869154939345E-4	-16695.697356161087	0.0	-147.150307544004
52000	-16849.488279764417	-150.78316811199312	-16698.705111652424	10.967537377534141	2014.7886270060274	55.668532085284816	1.876785377785953	-0.3478741382686552	22.168911902928496	0.27384736477568866	0.23207105784190915	0.2774727688793825	0.21660880850301972	0.311529198163721	4.815832961248768E-4	4.8158329612487674E-4	-16698.705111652424	0.0	-139.37786099461894
53000	-16840.519804798983	-142.78620797634625	-16697.733596822636	10.55703753713449	2015.1991268464271	54.29588819858711	3.077746057220833	-0.11650004313933793	14.824800778070122	0.2670799390836836	0.23262133514258576	0.28134891054647954	0.21894981522725115	0.18285213787561772	5.022703652087931E-4	5.02270365208793E-4	-16697.733596822636	0.0	-132.00230035258014
54000	-16841.705568966947	-149.50953839693656	-16692.19603057001	11.195195590012982	2014.5609687935487	58.17800327330521	4.993122734631973	0.023108028369558387	17.011009468762726	0.2638198599397312	0.22539718676391624	0.2827805570959393	0.22800239620041324	0.1784273568421815	4.4665420762569826E-4	4.4665420762569837E-4	-16692.19603057001	0.0	-138.051657553844
55000	-16860.85363899337	-158.0644306458051	-16702.789208347564	12.372215875004862	2013.3839485085566	62.809111246894645	5.70140822373278	-0.03602913736125868	35.15259747110351	0.2674760582879039	0.2247701246245401	0.28986438124912023	0.21788943583843579	0.1927263189155442	4.4681040584402105E-4	4.4681040584402127E-4	-16702.789208347564	0.0	-144.73431726120396
56000	-16862.561518847466	-164.32142414604755	-16698.240094701418	12.059744518544782	2013.6964198650169	65.69335685045334	4.794817318446252	-0.05985385618351402	23.280476981058303	0.26644315406804364	0.22875782369078002	0.2786757058342687	0.22612331640690755	0.16915776853742112	4.358733899362206E-4	4.3587338993622066E-4	-16698.240094701418	0.0	-152.27921176037026
57000	-16861.595244615844	-168.35657604729042	-16693.238668568552	11.14300998564352	2014.613154397918	64.88841855392444	10.657501160051691	0.23888726595645493	26.722292476396984	0.26773315378053286	0.23402775856508817	0.2789177560263177	0.21932133162806117	0.10617467616180844	3.947558010615372E-4	3.947558010615371E-4	-16693.238668568552	0.0	-155.34766062303052
58000	-16858.6503963137	-165.54111001215637	-16693.109286301544	12.482258319128913	2013.2739060644326	65.1335776096257	11.015251609419009	0.18893656601534614	18.509335823745765	0.2781107152994997	0.2243404474122016	0.27890327836585765	0.21864555892244095	0.13483868014888173	3.9045981667177503E-4	3.904598166717749E-4	-16693.109286301544	0.0	-153.31077809664194
59000	-16857.020925769626	-154.16536719718866	-16702.85555857244	11.68356198418175	2014.0726023993798	58.39544623007868	7.960585475349507	0.13514850690913027	21.033580044636263	0.2663285251304161	0.2310387768962958	0.27654952702650387	0.22608317094678412	0.15110181456281804	4.7882053064382594E-4	4.788205306438261E-4	-16702.85555857244	0.0	-141.78139469275092
60000	-16855.092535340016	-154.93512922151473	-16700.157406118502	12.250224798877177	2013.5059395846845	61.15671402908661	7.291785407678025	0.18502897626871806	15.310213125864541	0.27134325363267575	0.223696966421868	0.27415467442964814	0.230805105515808	0.10513219206833652	4.524459814748354E-4	4.5244598147483516E-4	-16700.157406118502	0.0	-143.48387718516094
61000	-16847.538449607506	-149.7959210270593	-16697.742528580446	11.981115244634735	2013.7750491389268	59.19145038530798	4.73194103066264	0.05990937989863365	27.957592745665764	0.26556655229119847	0.2282676277118513	0.2791484075772841	0.227017412419666	0.04656330722021599	4.9131491268184E-4	4.913149126818402E-4	-16697.742528580446	0.0	-137.454293257541
62000	-16862.771128212997	-155.8546071943474	-16706.916521018647	11.012116930085602	2014.744047453476	59.91590076089914	5.8463738489511545	0.07412673696546856	23.026544560128333	0.2670320058024122	0.2337709620299778	0.2722179422408537	0.22697908992675625	0.03486219402875584	4.7110947571293746E-4	4.7110947571293746E-4	-16706.916521018647	0.0	-143.82321713533167
63000	-16849.609489427145	-156.43103043370988	-16693.178458993436	12.66636092434471	2013.089803459217	64.82434825033222	5.444211261245272	-2.2055453332137098E-4	14.98700108785331	0.2658237615778482	0.2290769791172488	0.280675319004501	0.22442394030040191	0.025179488273232874	4.249438660982299E-4	4.2494386609822976E-4	-16693.178458993436	0.0	-145.54067788801018
64000	-16852.69440956581	-161.4586264111569	-16691.235783154654	11.660037073052484	2014.096127310509	62.859619434226104	6.393526633812213	0.043840053364281095	20.29898902069594	0.26933872039678686	0.22556202029831016	0.280675319004501	0.22442394030040191	0.05678923283509597	4.7226967211062143E-4	4.722696721106218E-4	-16691.235783154654	0.0	-149.60844857117624
65000	-16854.324617161543	-160.26740528688185	-16694.05721187466	11.800845717254214	2013.9553186663074	64.7307517423974	6.210820629124847	0.053947990768888676	14.06981528837817	0.2686495584541579	0.2298964747273188	0.2770300265181213	0.22442394030040191	0.07062624817120472	4.176840632658888E-4	4.176840632658889E-4	-16694.05721187466	0.0	-149.2925245125837
66000	-16859.531145235876	-165.0858417333739	-16694.445303502504	10.317854015354401	2015.438310368207	61.39151907284305	8.606178289040301	0.16354785208695732	20.63965983582505	0.2708478840420992	0.2307212547112371	0.2789270110102947	0.21950385023636892	0.20625014289409627	5.006859479719985E-4	5.006859479719986E-4	-16694.445303502504	0.0	-152.55620529757576
67000	-16864.296568077687	-160.38207018364093	-16703.914497894046	11.77529798528416	2013.9808663982774	61.08493080499951	8.881159841440361	0.16354785208695732	20.70596344853117	0.26925877002305554	0.22356147245660524	0.2847184521654553	0.22246130535488384	0.20716973734284036	4.3778416909825437E-4	4.377841690982546E-4	-16703.914497894046	0.0	-147.88014656981207
68000	-16867.8907890059	-162.26211057154313	-16705.628678434357	10.769793235675444	2014.986371147886	60.76115360128918	8.91496030244657	0.16354785208695732	17.19262049275614	0.2629405315789297	0.23338813385677618	0.2842723383972893	0.2193989961670047	0.28640145237125125	4.5392386723377737E-4	4.5392386723377737E-4	-16705.628678434357	0.0	-149.9928000862601
69000	-16854.681684589104	-160.8822798138144	-16693.79940477529	10.865264516196696	2014.8908998673649	59.911362425291514	6.246955163703666	0.03942824345131846	18.31955845614211	0.2709070422538333	0.22817226990628936	0.28045823818544086	0.2204624496544364	0.175350527708235	4.4165809036877046E-4	4.4165809036877035E-4	-16693.79940477529	0.0	-149.06231087588583
70000	-16858.715733224024	-156.65981950266078	-16702.055913721364	10.448729450397833	2015.3074349331637	57.16235963038473	8.447316542824083	0.17415824205153907	16.580174430023067	0.2746859144935278	0.22363718617431663	0.2821369380956274	0.21953996123652808	0.11869459381548886	5.262865803307364E-4	5.262865803307363E-4	-16702.055913721364	0.0	-144.75179396075805
71000	-16846.19926043321	-155.92837803527758	-16690.270882397934	10.991235395669325	2014.7649289878923	57.88217248185168	5.337439910834568	0.10501371038799268	17.49112909814982	0.27477063216675024	0.22464021948329269	0.2781408668797134	0.22244828147024356	0.08887594346360111	5.627190839994948E-4	5.627190839994951E-4	-16690.270882397934	0.0	-144.39643802178566
72000	-16858.11963832922	-147.9206504354414	-16710.19898789378	8.959446381509336	2016.7967180020523	49.29606008274909	7.168148814182956	0.2937993049538301	19.426788547877443	0.2686697492656954	0.2294085405275398	0.2793142083473407	0.22260750185942382	0.06176656122828538	5.426197332966506E-4	5.426197332966508E-4	-16710.19898789378	0.0	-135.85478834633625
73000	-16854.351087102015	-151.512861642783	-16702.838225459232	9.946327251783963	2015.8098371317776	54.376026511963765	7.699194795865021	0.18105014712937662	21.53020182721167	0.2682536449349471	0.22986246675105002	0.27502822231466467	0.22685566599933804	0.042389153910807935	4.5704476081072603E-4	4.5704476081072587E-4	-16702.838225459232	0.0	-139.3161236404505
74000	-16866.042860135978	-151.78821733602888	-16714.254642799948	10.887629857783887	2014.8685345257777	56.88741928005329	6.462745203250504	0.05323833909387354	18.502692709221623	0.2637838645299789	0.22866879545695876	0.2797541096589133	0.22779323035414895	0.04978447310763788	5.191998733808085E-4	5.191998733808088E-4	-16714.254642799948	0.0	-140.0531275541332
75000	-16852.70457175635	-144.41685503049612	-16708.287716725852	12.830747116495367	2012.9254172670662	60.27655150116928	4.187349143989299	0.0222781554398217	17.123345525340167	0.2724771552575843	0.23079977387285508	0.2758519333737993	0.22087113749576112	0.09021011525718055	4.511012689326274E-4	4.511012689326277E-4	-16708.287716725852	0.0	-133.30927835072595
76000	-16838.506853249255	-141.91241855030137	-16696.594434698953	11.391646250077962	2014.3645181334837	54.31558673164797	2.8819682844907466	-0.009919185373987949	16.801176224206024	0.2681032346956934	0.22740921040103004	0.28082359753576136	0.22366395736751501	0.1601870302220212	5.473109538806472E-4	5.47310953880647E-4	-16696.594434698953	0.0	-130.9295235052762
77000	-16831.40021587159	-137.2679682277481	-16694.13224764384	11.136047799959673	2014.6201165836019	51.77027279695076	4.452076628485	0.06983674380135474	19.700886620114428	0.2699344870585978	0.23305058581708255	0.28096317602857523	0.21605175109574426	0.06491459585254186	5.90907947188172E-4	5.909079471881722E-4	-16694.13224764384	0.0	-125.62287592474364
78000	-16836.669111406685	-145.99708870503108	-16690.672022701656	10.185806362754937	2015.5703580208067	53.15637237485952	4.411396103533349	0.05189468845529266	23.432769397644886	0.27185950678849313	0.22888593370787208	0.2803796745482556	0.21887488495537902	0.0844337607500347	5.199949492291329E-4	5.199949492291329E-4	-16690.672022701656	0.0	-133.9994318229934
79000	-16845.97498509415	-153.13858032598264	-16692.836404768168	11.92217734656314	2013.8339870369985	59.444891557813705	4.896469468256513	0.03878764414633018	23.54248444843724	0.26463964178250476	0.22769007827737228	0.28312165550994023	0.22454862443018248	0.10692879856370521	4.947099617124486E-4	4.947099617124486E-4	-16692.836404768168	0.0	-141.05930501121824
